item_id,title,description,tags,category,location,state,min price (RM),max price (RM),operating hours,operating days,closing days,rating,host_id,host_name,contact,more_info,opening_time,closing_time,price_type
188,Khairol Fiber Group,"A boat and fiberglass craft manufacturer based in Dungun, Terengganu, producing recreational and commercial vessels. khairolfibergroup.com+1","boat_making, craftsmanship, marine",Arts & Crafts,"Lot 8126, Jalan Kuala Abang, Kg Bukit Pauh, 23000 Dungun",Terengganu,0.0,0.0,9:00 AM - 5:30 PM,Monday - Saturday,Sunday,4.9,HO185,Khairol Fiber Group,010-252 6129,https://khairolfibergroup.com khairolfibergroup.com,9:00 AM,5:30 PM,Free / Not mentioned
189,Sekati Emas Boat Tour,Scenic river cruise in Kuala Terengganu including iconic stops like Masjid Kristal and the drawbridge. Sekati Emas Boat Tour+1,"boat_tour, nature, river_cruise",Nature & Eco,"Jeti Sekati Emas, Jalan Persiaran Limbong, 21000 Kuala Terengganu",Terengganu,30.0,100.0,6:30 AM - 8:30 PM,Daily,Not mentioned,4.8,HO186,Sekati Emas Boat Tour,019-448 7381,https://sekatiboattour.com Sekati Emas Boat Tour,6:30 AM,8:30 PM,Paid
190,Jeti Pak Awang River Cruise,Traditional river cruise showcasing fishing life and mangrove views along the Terengganu River.,"river_cruise, ecotourism, culture",Nature & Eco,Kuala Terengganu,Terengganu,25.0,30.0,7:00 AM - 6:00 PM,Daily,Not mentioned,4.8,HO187,Jeti Pak Awang River Cruise,011-2091 9802,https://www.facebook.com/p/Jeti-Pak-Awang-River-Cruise-Terengganu-100051743393292/,7:00 AM,6:00 PM,Paid
191,Hunter Boat Service,Private boat charters and fishing trips around islands and coasts of Terengganu for tourists and anglers.,"boat_service, fishing, island_tour",Nature & Eco,Terengganu Coast,Terengganu,80.0,100.0,24 hours,Daily,Not mentioned,4.6,HO188,Hunter Boat Service,019-919 9306,https://www.instagram.com/hunter_boat_service/?hl=en,Not Appplicable,Not Appplicable,Paid
192,Azahari Boat Services,Family-run boat operator offering sightseeing and river excursions in Kuala Terengganu.,"boat_tour, sightseeing, local_experience",Nature & Eco,Kampung Merang,Terengganu,50.0,110.0,9:00 AM - 5:00 PM,Daily,Not mentioned,4.7,HO189,Azahari Boat Services,019-913 2369,-,9:00 AM,5:00 PM,Paid
193,Marang Atv Eco Tour,"Adventure-ATV tour through Marangâ€™s countryside and beaches, ideal for thrill seekers and nature lovers. BizMalay+1","adventure, atv, ecotourism",Nature & Eco,Marang,Terengganu,120.0,350.0,9:00 AM - 6:30 PM,Daily,Not mentioned,4.7,HO190,Marang ATV Eco Tour,019-999 0344,https://marang-atv-eco-tour.business.site BizMalay,9:00 AM,6:30 PM,Paid
194,"Kalang Warisan, Serada","Community-based tourism destination in Kampung Pulau Manis, Serada, combining culture, recreation, and nature activities. Discovery Terengganu+2Wanderlog+2","culture, heritage, arts",Culture & Heritage,Kuala Terengganu,Terengganu,30.0,160.0, 8:00 AM - 6:30 PM,Daily,Monday,4.4,HO191,Kalang Warisan,012-371 5412,https://www.facebook.com/KalangWarisan Discovery Terengganu+1,8:00 AM,6:30 PM,Paid
195,Fatimah Songket Terengganu,Boutique selling handmade traditional songket fabric with intricate gold/silver thread; located in Kuala Terengganu. my67747-fatimah-songket-terengganu.contact.page+1,"songket, weaving, handicraft",Arts & Crafts,Kuala Terengganu,Terengganu,150.0,3000.0,9:30 AM - 6:00 PM,Daily,Friday,4.8,HO192,Fatimah Songket,09-631 4749,http://fatimahsongketterengganu.blogspot.com BizMalay,9:30 AM,6:00 PM,Paid
196,Terengganu Songket,"Traditional textile house specialising in premium hand-woven songket, representing Terengganuâ€™s weaving heritage. Terengganu Songket+1","songket, traditional_craft, textile",Arts & Crafts,Kuala Terengganu,Terengganu,200.0,4500.0,10:00 AM - 8:00 PM,Daily,Not mentioned,4.6,HO193,Terengganu Songket,013-948 8888,https://terengganusongket.com/contact Terengganu Songket,10:00 AM,8:00 PM,Paid
197,Bazar Kuih Tradisional Gong Kapas,"Popular local market offering a wide variety of traditional Terengganu kuih and snacks, especially in Gong Kapas area.","traditional_food, bazar, culinary",Food & Culinary,"Gong Kapas, Kuala Terengganu",Terengganu,3.0,50.0,12:00 PM - 7:00 PM,Daily,Not mentioned,4.4,HO194,Bazar Kuih Tradisional Gong Kapas,019-924 6767,https://wanderlog.com/place/details/6856302/bazar-kuih-tradisional-gong-kapas,12:00 PM,7:00 PM,Paid
198,Bekang Tradisional Hujung Tanjung (Pok Weil),"Home-based business producing authentic bekang, a sweet delicacy made with coconut and flour; local favourite.","traditional_food, dessert, delicacy",Food & Culinary,"Hujung Tanjung Village, Kuala Terengganu",Terengganu,3.0,8.0,8:00 AM - 12:00 PM,Daily,Sunday,4.5,HO195,Pok Weil Bekang,010-833 3035,https://bekangtradisional.kiah.store/,8:00 AM,12:00 PM,Paid
199,Nasi Dagang Atas Tol,"Well-known eatery serving the iconic Terengganu nasi dagang with fragrant rice and fish curry, loved by locals and tourists.","nasi_dagang, cuisine, food",Food & Culinary,Kuala Terengganu,Terengganu,10.0,20.0,6:30 AM - 12:00 PM,Daily,Not mentioned,4.4,HO196,Nasi Dagang Atas Tol,013-984 7846,https://www.facebook.com/nasidagangatasto/?locale=ms_MY,6:30 AM,12:00 PM,Paid
200,Botanical Gardens Penang,"A lush tropical park established in 1884 with rainforest trails, orchids and picnic areas. Tour Travel World+3MyTrip Malaysia+3Wanderlog+3","nature, garden, eco",Nature & Eco,George Town,Penang,0.0,0.0,5:00 AM - 8:00 PM,Daily,Not mentioned,4.5,HO197,Botanical Gardens Penang,014-555 1234,Free entry; official page: botanicalgardens.penang.gov.my,5:00 AM,8:00 PM,Free / Not mentioned
201,Chew Jetty,"A historic conÂ­struction of stilt houses belonging to the Chew clan, part of Penangâ€™s waterfront heritage.","heritage, culture, waterfront",Culture & Heritage,George Town,Penang,0.0,0.0,9:00 AM - 6:00 PM,Daily,Not mentioned,4.4,HO198,Chew Jetty Community,016-222 3344,Visit the wooden boardwalk for sunset views.,9:00 AM,6:00 PM,Free / Not mentioned
202,Tropical Spice Garden,Eco-attraction exhibiting over 500 species of plants with guided walks and cooking classes. Tripadvisor+2ReserveDaily+2,"spice_garden, eco, culinary",Nature & Eco,Teluk Bahang,Penang,28.0,48.0,9:00 AM - 4:30 PM,Daily,Not mentioned,4.8,HO199,Tropical Spice Garden,012-423 6797,"Lot 595, Jalan Teluk Bahang.",9:00 AM,4:30 PM,Paid
203,Penang Homecooking School,Authentic Malaysian cooking classes led by local chefs using fresh ingredients in Penang.,"cooking_class, culinary, local_experience",Food & Culinary,George Town,Penang,60.0,180.0,10:00 AM - 2:00 PM,Daily,Not mentioned,4.7,HO200,Penang Homecooking School,017-888 8765,Booking required.,10:00 AM,2:00 PM,Paid
204,Nazlina Spice Station,"Cultural cooking school offering lessons in Malay, Indian & Nyonya cuisine in George Town.","cooking, heritage_food, workshop",Food & Culinary,George Town,Penang,50.0,150.0,9:00 AM - 3:00 PM,Daily,Not mentioned,4.6,HO201,Nazlina Spice Station,016-777 9988,Chef Nazlina runs classes in her heritage home.,9:00 AM,3:00 PM,Paid
205,Mypintu Plate,Contemporary Penang eatery serving fusion of local flavors with modern presentation.,"food, local_cuisine, fusion",Food & Culinary,George Town,Penang,12.0,45.0,11:00 AM - 10:00 PM,Daily,Not mentioned,4.4,HO202,MyPintu Plate,019-344 5678,Trendy cafÃ© in George Town.,11:00 AM,10:00 PM,Paid
206,"Historical, Heritage & Cultural Walks George Town","Guided walking tours exploring George Townâ€™s history, murals and architecture.","heritage, walking_tour, history",Culture & Heritage,George Town,Penang,25.0,80.0,9:00 AM - 5:00 PM,Daily,Not mentioned,4.8,HO203,Penang Heritage Walks,014-221 3331,Small group tours.,9:00 AM,5:00 PM,Paid
207,Chillax Paddy Field Sunset Biking,Cycling tour through Balik Pulauâ€™s paddy fields at sunset for scenic views and relaxation.,"cycling, nature, outdoor",Nature & Eco,Balik Pulau,Penang,45.0,120.0,4:30 PM - 7:30 PM,Daily,Not mentioned,4.5,HO204,Chillax Tours,012-900 4450,Includes bike hire & guide.,4:30 PM,7:30 PM,Paid
208,Penang Street Art,Iconic murals and installations across George Town reflecting vibrant urban culture.,"art, heritage, mural",Arts & Crafts,George Town,Penang,0.0,0.0,24 Hours,Daily,Not mentioned,4.9,HO205,Penang Street Art Walk,017-556 7766,Free to view; self-guided.,Not Appplicable,Not Appplicable,Free / Not mentioned
209,Jeruk Madu Pak Ali,Famous local brand producing preserved sweet & tangy fruits using traditional methods.,"snack, local_product",Food & Culinary,George Town,Penang,8.0,35.0,10:00 AM - 6:00 PM,Daily,Not mentioned,4.3,HO206,Pak Ali Jeruk,018-345 2212,Known for mango jeruk.,10:00 AM,6:00 PM,Paid
210,Pasembur King (Hussain),"Renowned hawker stall offering Penangâ€™s signature pasembur - shredded veg, seafood and spicy sauce.","food, street_food",Food & Culinary,George Town,Penang,6.0,12.0,12:00 PM - 9:00 PM,Daily,Not mentioned,4.7,HO207,Pasembur King Hussain,012-674 5588,Queue often forms at lunch.,12:00 PM,9:00 PM,Paid
211,Gani Famous Pasembur,Popular stall at Gurney Drive for authentic pasembur with wide seafood selection.,"food, street_food",Food & Culinary,Gurney Drive,Penang,7.0,15.0,12:00 PM - 10:00 PM,Daily,Not mentioned,4.6,HO208,Gani Pasembur,019-221 3344,Family-run.,12:00 PM,10:00 PM,Paid
212,Kareem Pasembur Rojak,Long-standing family business in Penang serving pasembur and rojak with homemade sauce.,"food, street_food",Food & Culinary,George Town,Penang,5.0,14.0,11:00 AM - 8:00 PM,Daily,Not mentioned,4.4,HO209,Kareem Rojak,017-299 8877,Popular evening spot.,11:00 AM,8:00 PM,Paid
213,Mie Wau Sering,A local craftsman producing traditional Kelantanese wau (kites) in various intricate designs and colors.,"wau, craft, culture",Arts & Crafts,Tumpat,Kelantan,15.0,200.0,9:00 AM - 6:00 PM,Daily,Not mentioned,4.8,HO210,Encik Mie,017-456 3289,"Located near Kampung Sering, open for demonstrations and custom kite orders.",9:00 AM,6:00 PM,Paid
214,Maskamal Batik & Trading,"Local batik producer offering hand-drawn and stamped batik textiles, reflecting Kelantanâ€™s vibrant batik heritage.","batik, textile, craft",Arts & Crafts,Kota Bharu,Kelantan,25.0,250.0,9:00 AM - 6:00 PM,Daily,Not mentioned,5.0,HO211,Puan Mas Kamal,013-792 4405,Offers batik-making workshops and retail batik products.,9:00 AM,6:00 PM,Paid
215,Kalimi Wau Bulan,"Workshop specializing in the making of traditional Wau Bulan, an iconic cultural symbol of Kelantan.","wau, heritage, craft",Arts & Crafts,Kota Bharu,Kelantan,20.0,180.0,10:00 AM - 5:00 PM,Monday - Saturday,Sunday,4.9,HO212,Pak Kalimi,019-833 1240,Visitors can watch live wau-making sessions and purchase handcrafted pieces.,10:00 AM,5:00 PM,Paid
216,Kampung Laut Cultural Heritage Site,"Historical and cultural site featuring traditional Malay architecture, showcasing the heritage of Kelantanâ€™s old settlement.","heritage, culture, architecture",Culture & Heritage,Wakaf Bharu,Kelantan,0.0,1.0,8:00 AM - 5:00 PM,Daily,Friday - Saturday,4.7,HO213,Laman Warisan Kampung Laut,Not Provided,https://www.facebook.com/kampunglautkelantan/,8:00 AM,5:00 PM,Free / Not mentioned
217,Floating Market Sri Tanjung Tumpat,A lively floating market where local vendors sell traditional Kelantanese food and crafts from boats.,"market, culture, local_food",Festivals & Performances,Tumpat,Kelantan,1.0,2.0,8:00 AM - 5:00 PM,Friday - Saturday,Sunday - Thursday,4.4,HO214,Floating Market Sri Tanjung Tumpat,012-988 9696,https://www.facebook.com/sritanjungislandresort/?locale=ms_MY,8:00 AM,5:00 PM,Paid
218,Kak Yah Budu Tempayan,Home of the famous traditional Kelantanese â€œbuduâ€ (fermented anchovy sauce) made in clay jars for authentic flavor.,"food, product, budu",Food & Culinary,Tumpat,Kelantan,5.8,11.0,8:30 AM - 7:15 PM,Daily,Not mentioned,4.6,HO215,Kakyah,011-1063 7360,Not Available,8:30 AM,7:15 PM,Paid
219,Lata Kashmir View,"A scenic natural attraction with clear waterfalls and picnic areas, ideal for eco-tourism lovers.","nature, waterfall, eco",Nature & Eco,Jeli,Kelantan,3.0,10.0,24 hours,Daily,Not mentioned,4.4,HO216,Tapak Camping Berkelah Kashmir,Not Provided,https://pelancongan.my/lata-kashmir/,Not Appplicable,Not Appplicable,Paid
220,Stong Heritage Eco Resort,"Eco-friendly resort near Gunung Stong offering jungle trekking, waterfall exploration, and nature-based stays.","eco_resort, nature, adventure",Nature & Eco,Dabong,Kelantan,100.0,200.0,24 hours,Daily,Not mentioned,4.5,HO217,Stong Heritage Eco Resort,013-838 3828,https://www.facebook.com/p/Stong-Heritage-Eco-Resort-100063565512039/,Not Appplicable,Not Appplicable,Paid
221,Ruza Agrotech,"An agro-tourism destination in Kulim featuring farming, livestock, and educational activities for families and visitors.","agrotourism, farm",Nature & Eco,Lunas,Kedah,5.0,10.0,8:00 AM - 10:00 PM,Daily,Not mentioned,3.8,HO218,Ruza Agrotech,012-411 8825,https://sites.google.com/view/ruzaagrotech/utama,8:00 AM,10:00 PM,Paid
222,Loqsakri Agro Farm - Restaurant & Cafe,"A farm-based cafÃ© offering local dishes made from fresh farm produce, surrounded by greenery and rural charm.","agro_farm, cafe, local_food",Food & Culinary,Pokok Sena,Kedah,1.0,20.0,2:00 PM - 8:00 PM,Daily,Not mentioned,4.5,HO219,LoQSakri Agro Farm,010-402 4600,https://www.facebook.com/MiangPlaPhau/,2:00 PM,8:00 PM,Paid
223,Kebun Limau Agro Cikgu Ibrahim,A citrus farm where visitors can explore and learn about lime cultivation while enjoying fresh fruits.,"farm, citrus, agrotourism",Nature & Eco,Pokok Sena,Kedah,10.0,30.0,8:00 AM - 5:00 PM,Daily,Friday,4.9,HO220,Cikgu Ibrahim,013-488 5560,Not Available,8:00 AM,5:00 PM,Paid
224,Langkawi Eco Ventures (Mangrove Kayak Tour),Guided kayak tours through Langkawiâ€™s mangrove forests to experience local wildlife and ecosystem up close.,"eco_tour, mangrove, kayaking",Nature & Eco,Langkawi,Kedah,0.0,278.0,24 hours,Daily,Friday,5.0,HO221,Langkawi Eco Ventures,011-2414 6766,https://www.langkawiecoventures.com/,Not Appplicable,Not Appplicable,Free / Not mentioned
225,Kampung Padi,"A peaceful village stay surrounded by rice fields, offering traditional experiences and cultural immersion.","homestay, culture, paddy",Culture & Heritage,Sungai Petani,Kedah,0.0,0.0,9:00 AM - 11:00 PM,Daily,Tuesday,4.1,HO222,Kampung Padi,017-563 6056,https://www.facebook.com/tourismkedah/posts/kedah-kualamuda-port-healing-baru-di-kedah-kampung-padiescape-the-hustle-embrace/1025609849592050/,9:00 AM,11:00 PM,Free / Not mentioned
226,O Green Durian Farm,"Durian orchard offering tasting experiences, educational tours, and eco-friendly farming insights.","durian, fruit_farm, agrotourism",Nature & Eco,Kulim,Kedah,10.0,20.0,8:30 AM - 10:30 AM,Saturday,Sunday - Friday,5.0,HO223,O Green Durian Farm,016-523 7803,https://www.ogreendurianfarm.com/accommodation/,8:30 AM,10:30 AM,Paid
227,Dev'S Adventure Tour Sdn Bhd,"Eco-adventure tour operator in Langkawi providing nature-based activities like cycling, trekking, and mangrove exploration.","eco_tour, adventure",Nature & Eco,Langkawi,Kedah,6.0,20.0,8:00 AM - 7:00 PM,Daily,Not mentioned,4.7,HO224,Dev's Adventure Tours Sdn. Bhd.,019-494 9193,https://www.facebook.com/DevsAdventureTours/,8:00 AM,7:00 PM,Paid
228,Oh Dayang,"Oh Dayang is a Malaysia based online jewelry & accessories store handmade with Batik Sarongs into contemporary statement pieces. Browse uniquely made batik earrings, batik necklace and other batik accessories.","batik, textile, craft, accessories",Arts & Crafts,Kuala Lumpur,Kuala Lumpur,39.0,69.0,24 Hours,Daily,,4.9,HO225,Dayang Nur Syafiqah (DAYANG M. ENTERPRISE),,https://ohdayang.com/,,,
