,item_id,title,description,tags,category,location,state,min price (RM),max price (RM),operating hours,operating days,closing days,rating,host_id,host_name,contact,more_info,opening_time,closing_time,price_type,clean_description,clean_tags,clean_category,clean_features,semantic_features
19,20,Sahabat Gamelan (Saga),"Sahabat Gamelan (SAGA) Warisan Sari is a cultural center dedicated to preserving and teaching traditional Malay gamelan music and dance. Open by appointment, it offers interactive learning sessions for groups interested in Malaysiaâ€™s classical performing arts.","gamelan, music, dance, heritage, traditional art, performance, culture, Terengganu",Culture & Heritage,"Lot 20237 (sebelah Sek Keb, Jln Tok Jembal, Kampung Tok Jembal, 21300, Terengganu",Terengganu,10,30,10:00 a.m â€“ 6:00 p.m,Daily,Sunday,4.7,HO17,Sahabat Gamelan,013-937 4747,https://www.facebook.com/sagawarisan/?locale=ms_MY,,,Paid,sahabat gamelan saga warisan sari cultural center dedicated preserving teaching traditional malay gamelan music dance open appointment offer interactive learning session group interested malaysia classical performing art,gamelan music dance heritage traditional art performance culture terengganu,culture heritage,sahabat gamelan saga warisan sari cultural center dedicated preserving teaching traditional malay gamelan music dance open appointment offer interactive learning session group interested malaysia classical performing art gamelan music dance heritage traditional art performance culture terengganu gamelan music dance heritage traditional art performance culture terengganu gamelan music dance heritage traditional art performance culture terengganu culture heritage culture heritage ,sahabat gamelan saga warisan sari cultural center dedicated preserving teaching traditional malay gamelan music dance open appointment offer interactive learning session group interested malaysia classical performing art gamelan music dance heritage traditional art performance culture terengganu culture heritage
20,21,Pua Kumbu Tapestries,"The pua kumbu or 'cover cloth' is traditionally woven by Iban ladies to manifest their dreams. Very few in the community attain the status of master weaver, who is able to interpret dreams, weave patterns to represent their dreams and to tell the stories or julok of pua fabric.","weaving, textile, arts",Arts & Crafts,"Tanoti House, Kuching, Sarawak",Sarawak,450,5000,9.00 am - 5.30 PM,Daily,Not mentioned,4.3,HO15,Tanoti,082-239 277,https://tanoticrafts.com/collections/pua-kumbu-tapestries?srsltid=AfmBOorJ9f0Yj7FnzGgGNUl_Qe_y9gf5BG7ZakiGsiaNi--e0TJll2WL,,,Paid,pua kumbu cover cloth traditionally woven iban lady manifest dream community attain status master weaver able interpret dream weave pattern represent dream tell story julok pua fabric,weaving textile art,art craft,pua kumbu cover cloth traditionally woven iban lady manifest dream community attain status master weaver able interpret dream weave pattern represent dream tell story julok pua fabric weaving textile art weaving textile art weaving textile art art craft art craft ,pua kumbu cover cloth traditionally woven iban lady manifest dream community attain status master weaver able interpret dream weave pattern represent dream tell story julok pua fabric weaving textile art art craft
21,22,Natural Batik Village,"Natural Batik Village in Balok, Pahang, showcases Malaysiaâ€™s traditional batik art through live demonstrations and hands-on workshops. Visitors can create their own batik, explore local crafts, and shop handmade textiles, supporting local artisans and promoting cultural heritage along the East Coast.","batik, arts, craft, heritage, workshop, textile, culture, Pahang",Arts & Crafts,"Lot 4898, Batu 9 1/2, Jalan Kemaman, Kg. Chengal Lempong Balok, 26100 Kuantan, Pahang",Pahang,15,80,10 AM - 7 PM,Daily,Not mentioned,3.9,HO19,Natural Batik Village,012-795 3382,https://www.facebook.com/naturalbatikvillage/,,,Paid,natural batik village balok pahang showcase malaysia traditional batik art live demonstration handson workshop visitor create batik explore local craft shop handmade textile supporting local artisan promoting cultural heritage along east coast,batik art craft heritage workshop textile culture pahang,art craft,natural batik village balok pahang showcase malaysia traditional batik art live demonstration handson workshop visitor create batik explore local craft shop handmade textile supporting local artisan promoting cultural heritage along east coast batik art craft heritage workshop textile culture pahang batik art craft heritage workshop textile culture pahang batik art craft heritage workshop textile culture pahang art craft art craft ,natural batik village balok pahang showcase malaysia traditional batik art live demonstration handson workshop visitor create batik explore local craft shop handmade textile supporting local artisan promoting cultural heritage along east coast batik art craft heritage workshop textile culture pahang art craft
22,23,Pottery Making At Win Kraf Labu Sayong,"Win Kraf Labu Sayong in Kuala Kangsar, Perak, is a family-run pottery workshop specializing in the traditional Labu Sayong water pitcher. Visitors can join hands-on pottery sessions guided by local artisans, blending traditional and modern craftsmanship in a memorable cultural experience.","pottery, craft, heritage, labu sayong, arts, workshop, culture, Perak",Arts & Crafts,"11, Jalan Kampung, Kampung Sayong Lembah, 33040 Kuala Kangsar, Perak",Perak,10,40,9.00 AM - 7.00 PM,Daily,Not mentioned,4.4,HO20,Ridzuan bin Hamli,012-5615524,Not Available,,,Paid,win kraf labu sayong kuala kangsar perak familyrun pottery workshop specializing traditional labu sayong water pitcher visitor join handson pottery session guided local artisan blending traditional modern craftsmanship memorable cultural experience,pottery craft heritage labu sayong art workshop culture perak,art craft,win kraf labu sayong kuala kangsar perak familyrun pottery workshop specializing traditional labu sayong water pitcher visitor join handson pottery session guided local artisan blending traditional modern craftsmanship memorable cultural experience pottery craft heritage labu sayong art workshop culture perak pottery craft heritage labu sayong art workshop culture perak pottery craft heritage labu sayong art workshop culture perak art craft art craft ,win kraf labu sayong kuala kangsar perak familyrun pottery workshop specializing traditional labu sayong water pitcher visitor join handson pottery session guided local artisan blending traditional modern craftsmanship memorable cultural experience pottery craft heritage labu sayong art workshop culture perak art craft
23,24,Labu Sayong Xtream Craft Deco N Pottery,"Labu Sayong Xtream Craft Deco N Pottery in Kuala Kangsar offers a wide range of handcrafted Labu Sayong products, including home dÃ©cor, lamps, souvenirs, and water dispensers. The shop also accepts bulk custom orders, promoting traditional Perak pottery craftsmanship.","labu sayong, pottery, craft, souvenir, heritage, arts, handmade, Perak",Arts & Crafts,"No 12, Kampung Sayong Tengah, 33040 Kuala Kangsar, Perak",Perak,10,60,9.00 AM - 6.30 PM,Daily,Not mentioned,5,HO21,Zulkifli Yamir Hashim,012-292 2884,https://www.facebook.com/XtreamCraftDecoNPottery/,,,Paid,labu sayong xtream craft deco n pottery kuala kangsar offer wide range handcrafted labu sayong product including home dcor lamp souvenir water dispenser shop also accepts bulk custom order promoting traditional perak pottery craftsmanship,labu sayong pottery craft souvenir heritage art handmade perak,art craft,labu sayong xtream craft deco n pottery kuala kangsar offer wide range handcrafted labu sayong product including home dcor lamp souvenir water dispenser shop also accepts bulk custom order promoting traditional perak pottery craftsmanship labu sayong pottery craft souvenir heritage art handmade perak labu sayong pottery craft souvenir heritage art handmade perak labu sayong pottery craft souvenir heritage art handmade perak art craft art craft ,labu sayong xtream craft deco n pottery kuala kangsar offer wide range handcrafted labu sayong product including home dcor lamp souvenir water dispenser shop also accepts bulk custom order promoting traditional perak pottery craftsmanship labu sayong pottery craft souvenir heritage art handmade perak art craft
24,25,Labu Sayong Kraf Hanis,"Kraf Hanis Labu Sayong is a family-owned pottery business in Kuala Kangsar, Perak, specializing in crafting traditional Labu Sayong water pitchers. Combining heritage and creativity, the workshop produces decorative and functional clay items that preserve Perakâ€™s rich cultural craftsmanship.","labu sayong, pottery, craft, heritage, handmade, family business, arts, Perak",Arts & Crafts,"No 98, Kampung Sayong Lembah, 33040 Kuala Kangsar",Perak,8,50,10.00 am - 5.30 PM,Daily,Not mentioned,4.3,HO22,Hanis,017-549 9942,https://www.facebook.com/krafhanislabusayongofficial/?locale=ms_MY,,,Paid,kraf hani labu sayong familyowned pottery business kuala kangsar perak specializing crafting traditional labu sayong water pitcher combining heritage creativity workshop produce decorative functional clay item preserve peraks rich cultural craftsmanship,labu sayong pottery craft heritage handmade family business art perak,art craft,kraf hani labu sayong familyowned pottery business kuala kangsar perak specializing crafting traditional labu sayong water pitcher combining heritage creativity workshop produce decorative functional clay item preserve peraks rich cultural craftsmanship labu sayong pottery craft heritage handmade family business art perak labu sayong pottery craft heritage handmade family business art perak labu sayong pottery craft heritage handmade family business art perak art craft art craft ,kraf hani labu sayong familyowned pottery business kuala kangsar perak specializing crafting traditional labu sayong water pitcher combining heritage creativity workshop produce decorative functional clay item preserve peraks rich cultural craftsmanship labu sayong pottery craft heritage handmade family business art perak art craft
25,26,Bonita And Beads Sarawak,"Bonita and Beads Sarawak celebrates the intricate art of Bornean beadwork through handcrafted accessories inspired by indigenous Dayak designs. Each piece reflects Sarawakâ€™s cultural identity and craftsmanship, empowering local artisans and preserving traditional heritage through modern creative expression.","beads, craft, handmade, Dayak, heritage, arts, culture, Sarawak",Arts & Crafts,"111, Lor Demak Maju 1A, Demak Industrial Park, 93050 Kuching, Sarawak",Sarawak,15,312,9.00 AM - 5.30 PM.,Daily,Sunday,4.4,HO23,Nurul Wanie,016-251 8757,https://www.facebook.com/khaniebonita/,,,Paid,bonita bead sarawak celebrates intricate art bornean beadwork handcrafted accessory inspired indigenous dayak design piece reflects sarawak cultural identity craftsmanship empowering local artisan preserving traditional heritage modern creative expression,bead craft handmade dayak heritage art culture sarawak,art craft,bonita bead sarawak celebrates intricate art bornean beadwork handcrafted accessory inspired indigenous dayak design piece reflects sarawak cultural identity craftsmanship empowering local artisan preserving traditional heritage modern creative expression bead craft handmade dayak heritage art culture sarawak bead craft handmade dayak heritage art culture sarawak bead craft handmade dayak heritage art culture sarawak art craft art craft ,bonita bead sarawak celebrates intricate art bornean beadwork handcrafted accessory inspired indigenous dayak design piece reflects sarawak cultural identity craftsmanship empowering local artisan preserving traditional heritage modern creative expression bead craft handmade dayak heritage art culture sarawak art craft
26,27,Galeri Tekatan Benang Emas,"Galeri Tekatan Benang Emas in Perak showcases the traditional Malay embroidery art of gold thread stitching. Visitors can admire exquisite handcrafted textiles and learn how artisans preserve this intricate heritage craft, blending elegance, tradition, and cultural pride.","embroidery, gold thread, craft, heritage, arts, handmade, culture, Perak",Arts & Crafts,"33000, 73, Kampung Padang Changkat, Bukit Chandan, 33000 Kuala Kangsar, Perak",Perak,0,3,10.00 AM - 5.00 PM,Daily,Sunday,5,HO24,Hajah Azizah,Not Provided,https://www.facebook.com/hajjahazizahyusof/?locale=ms_MY,,,Free / Not mentioned,galeri tekatan benang emas perak showcase traditional malay embroidery art gold thread stitching visitor admire exquisite handcrafted textile learn artisan preserve intricate heritage craft blending elegance tradition cultural pride,embroidery gold thread craft heritage art handmade culture perak,art craft,galeri tekatan benang emas perak showcase traditional malay embroidery art gold thread stitching visitor admire exquisite handcrafted textile learn artisan preserve intricate heritage craft blending elegance tradition cultural pride embroidery gold thread craft heritage art handmade culture perak embroidery gold thread craft heritage art handmade culture perak embroidery gold thread craft heritage art handmade culture perak art craft art craft ,galeri tekatan benang emas perak showcase traditional malay embroidery art gold thread stitching visitor admire exquisite handcrafted textile learn artisan preserve intricate heritage craft blending elegance tradition cultural pride embroidery gold thread craft heritage art handmade culture perak art craft
27,28,Tekat Benhafni,"Tekat by Benhafni specializes in traditional Malay gold thread embroidery, offering custom-made pieces and interactive workshops. Visitors can learn the delicate art of tekat from skilled artisans while supporting the preservation of Perakâ€™s rich cultural and artistic heritage.","tekat, embroidery, gold thread, craft, heritage, workshop, arts, Perak",Arts & Crafts,Ipoh Perak,Perak,250,1500,Upon Booking,Upon Booking,Upon Booking,4.2,HO25,Muhammad Hilmi bin Muhammad Hafni,011-3078 0506,https://www.facebook.com/p/Tekat-Benhafni-61572586137183/,,,Paid,tekat benhafni specializes traditional malay gold thread embroidery offering custommade piece interactive workshop visitor learn delicate art tekat skilled artisan supporting preservation peraks rich cultural artistic heritage,tekat embroidery gold thread craft heritage workshop art perak,art craft,tekat benhafni specializes traditional malay gold thread embroidery offering custommade piece interactive workshop visitor learn delicate art tekat skilled artisan supporting preservation peraks rich cultural artistic heritage tekat embroidery gold thread craft heritage workshop art perak tekat embroidery gold thread craft heritage workshop art perak tekat embroidery gold thread craft heritage workshop art perak art craft art craft ,tekat benhafni specializes traditional malay gold thread embroidery offering custommade piece interactive workshop visitor learn delicate art tekat skilled artisan supporting preservation peraks rich cultural artistic heritage tekat embroidery gold thread craft heritage workshop art perak art craft
28,29,Azydar Enterprise,"Azydar Enterprise is a local business dedicated to preserving Perakâ€™s traditional tekat benang emas craftsmanship. The enterprise specializes in producing and selling exquisite hand-embroidered tekat items, including decorative panels, accessories, and ceremonial gifts. Each piece reflects meticulous artistry and cultural elegance, making it a cherished representation of Malay heritage.","tekat, embroidery, gold thread, craft, heritage, handmade, Perak, souvenir",Arts & Crafts,"No 57A, Kg Padang Changkat bukit chandan, Kuala Kangsar 33000",Perak,25,1800,Upon Booking,Upon Booking,Upon Booking,4.3,HO26,Azydar,instagram: @azydartekat,https://www.instagram.com/azydartekat/?hl=en,,,Paid,azydar enterprise local business dedicated preserving peraks traditional tekat benang emas craftsmanship enterprise specializes producing selling exquisite handembroidered tekat item including decorative panel accessory ceremonial gift piece reflects meticulous artistry cultural elegance making cherished representation malay heritage,tekat embroidery gold thread craft heritage handmade perak souvenir,art craft,azydar enterprise local business dedicated preserving peraks traditional tekat benang emas craftsmanship enterprise specializes producing selling exquisite handembroidered tekat item including decorative panel accessory ceremonial gift piece reflects meticulous artistry cultural elegance making cherished representation malay heritage tekat embroidery gold thread craft heritage handmade perak souvenir tekat embroidery gold thread craft heritage handmade perak souvenir tekat embroidery gold thread craft heritage handmade perak souvenir art craft art craft ,azydar enterprise local business dedicated preserving peraks traditional tekat benang emas craftsmanship enterprise specializes producing selling exquisite handembroidered tekat item including decorative panel accessory ceremonial gift piece reflects meticulous artistry cultural elegance making cherished representation malay heritage tekat embroidery gold thread craft heritage handmade perak souvenir art craft
29,30,Jadi Batek - Batik Fashion Gifts Wholesaler Retailer,"Jadi Batek is one of the largest batik centers in Kuala Lumpur, offering daily tours where visitors can watch batik-making, meet local artists, and learn the stories behind each creation. Guests can also join hands-on workshops to create their own batik pieces and shop for a wide range of handcrafted batik products and Malaysian souvenirs. Itâ€™s a one-stop destination for experiencing the beauty of Malaysian art and culture.","batik, handicraft, workshop, heritage, culture, art, souvenir, Kuala Lumpur, tour",Arts & Crafts,"30, Jalan Inai, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Kuala Lumpur,16,100,9.00 AM - 5.30 PM.,Daily,Not mentioned,4.6,HO27,Jadi Batek,03-2145 1133,https://jadibatek.com/,,,Paid,jadi batek one largest batik center kuala lumpur offering daily tour visitor watch batikmaking meet local artist learn story behind creation guest also join handson workshop create batik piece shop wide range handcrafted batik product malaysian souvenir onestop destination experiencing beauty malaysian art culture,batik handicraft workshop heritage culture art souvenir kuala lumpur tour,art craft,jadi batek one largest batik center kuala lumpur offering daily tour visitor watch batikmaking meet local artist learn story behind creation guest also join handson workshop create batik piece shop wide range handcrafted batik product malaysian souvenir onestop destination experiencing beauty malaysian art culture batik handicraft workshop heritage culture art souvenir kuala lumpur tour batik handicraft workshop heritage culture art souvenir kuala lumpur tour batik handicraft workshop heritage culture art souvenir kuala lumpur tour art craft art craft ,jadi batek one largest batik center kuala lumpur offering daily tour visitor watch batikmaking meet local artist learn story behind creation guest also join handson workshop create batik piece shop wide range handcrafted batik product malaysian souvenir onestop destination experiencing beauty malaysian art culture batik handicraft workshop heritage culture art souvenir kuala lumpur tour art craft
30,31,Batik Boutique Corporate Services And Workshop Studio,"Batik Boutique offers sustainable, artisan-made batik gifts crafted by local Malaysian artisans. Using eco-friendly materials and customizable designs, they provide flexible orders, reliable delivery, and high-quality craftsmanship â€” perfect for meaningful corporate gifting.","batik, artisan, sustainable, eco-friendly, corporate gifting, handicraft, custom design, local artisans",Arts & Crafts,"62-1 First Floor, The Row, Jalan Doraisamy, Jln, Chow Kit, 50300 Kuala Lumpur",Kuala Lumpur,100,600,9.00 AM - 6.00 PM,Daily,Saturday â€“ Sunday,4.9,HO28,Batik Boutique,018-230 8313,https://batikboutique.com/pages/corporate-products-services?srsltid=AfmBOop6Q2wZSto1I5ll3_9GeOpgjonv8iXLtcF0t9JaxD5IpFa2b7Dg,,,Paid,batik boutique offer sustainable artisanmade batik gift crafted local malaysian artisan using ecofriendly material customizable design provide flexible order reliable delivery highquality craftsmanship perfect meaningful corporate gifting,batik artisan sustainable ecofriendly corporate gifting handicraft custom design local artisan,art craft,batik boutique offer sustainable artisanmade batik gift crafted local malaysian artisan using ecofriendly material customizable design provide flexible order reliable delivery highquality craftsmanship perfect meaningful corporate gifting batik artisan sustainable ecofriendly corporate gifting handicraft custom design local artisan batik artisan sustainable ecofriendly corporate gifting handicraft custom design local artisan batik artisan sustainable ecofriendly corporate gifting handicraft custom design local artisan art craft art craft ,batik boutique offer sustainable artisanmade batik gift crafted local malaysian artisan using ecofriendly material customizable design provide flexible order reliable delivery highquality craftsmanship perfect meaningful corporate gifting batik artisan sustainable ecofriendly corporate gifting handicraft custom design local artisan art craft
31,32,Cwoks Batik Workshop,"Cwoks Batik Workshop is an art gallery and creative studio offering hands-on batik painting sessions starting from RM10. Open daily from 10am to 6pm, it provides visitors with an accessible and fun way to explore Malaysiaâ€™s traditional batik art.","batik, art workshop, handicraft, interactive experience, culture, creative activity, local art",Arts & Crafts,"Kompleks Kraf Kuala Lumpur, Jalan Conlay, Wilayah Persekutuan, 50450 Kuala Lumpur",Kuala Lumpur,10,50,10.00 AM - 6.00 PM,Daily,Not mentioned,5,HO29,Cwoks Batik,012-257 2344,https://www.instagram.com/cwoksbatikworkshop/?hl=en,,,Paid,cwoks batik workshop art gallery creative studio offering handson batik painting session starting rm open daily pm provides visitor accessible fun way explore malaysia traditional batik art,batik art workshop handicraft interactive experience culture creative activity local art,art craft,cwoks batik workshop art gallery creative studio offering handson batik painting session starting rm open daily pm provides visitor accessible fun way explore malaysia traditional batik art batik art workshop handicraft interactive experience culture creative activity local art batik art workshop handicraft interactive experience culture creative activity local art batik art workshop handicraft interactive experience culture creative activity local art art craft art craft ,cwoks batik workshop art gallery creative studio offering handson batik painting session starting rm open daily pm provides visitor accessible fun way explore malaysia traditional batik art batik art workshop handicraft interactive experience culture creative activity local art art craft
